fdc_id,description,food_category_id
332264,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (OK1) - NFY0905JU",6
332265,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (OK1) - NFY09050D",6
332266,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (OK1) - NFY09050F",6
332267,"Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1) - CY0908O",6
332268,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (MI1) - NFY0905KT",6
332269,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (MI1) - NFY0905KS",6
332270,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1) - NFY090507",6
332271,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1) - NFY090509",6
332272,"Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1) - CY0908M",6
332273,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (FL1) - NFY0905FX",6
332274,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (FL1) - NFY0905FY",6
332275,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1) - NFY0904ZV",6
332276,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1) - NFY0904ZX",6
332277,"Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2) - CY0908I",6
332278,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (CA2) - NFY0905KE",6
332279,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (CA2) - NFY0905KF",6
332280,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2) - NFY0904Z7",6
332281,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2) - NFY0904Z9",6
332282,"Sauce, pasta, spaghetti/marinara, ready-to-serve",6
332283,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332284,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332285,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332286,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332287,Lunchmeat ham,7
332288,"Lunchmeat, ham - NFY1210O9",7
332289,"Lunchmeat, ham - NFY1210OA",7
332290,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332291,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332292,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332293,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332294,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332295,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332296,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332297,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332298,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332299,Lunchmeat ham,7
332300,"Lunchmeat, ham - NFY1210NV",7
332301,"Lunchmeat, ham - NFY1210NW",7
332302,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332303,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332304,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332305,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332306,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332307,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332308,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332309,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332310,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",7
332311,Lunchmeat ham,7
332312,"Lunchmeat, ham - NFY1210OO",7
332313,"Lunchmeat, ham - NFY1210OP",7
332314,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332315,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332316,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332317,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332318,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332319,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332320,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332321,Lunchmeat ham,7
332322,"Lunchmeat, ham - NFY1210P2",7
332323,"Lunchmeat, ham - NFY1210P3",7
332324,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332325,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332326,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332327,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332328,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332329,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332330,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332331,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332332,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332333,Lunchmeat ham,7
332334,"Lunchmeat, ham - NFY1210PV",7
332335,"Lunchmeat, ham - NFY1210PW",7
332336,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332337,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332338,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332339,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332340,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332341,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332342,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332343,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332344,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332345,Lunchmeat ham,7
332346,"Lunchmeat, ham - NFY1210PO",7
332347,"Lunchmeat, ham - NFY1210PP",7
332348,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332349,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332350,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332351,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332352,Lunchmeat ham,7
332353,"Lunchmeat, ham - NFY1210PH",7
332354,"Lunchmeat, ham - NFY1210PI",7
332355,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332356,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332357,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332358,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332359,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332360,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332361,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",7
332362,Lunchmeat ham,7
332363,"Lunchmeat, ham - NFY1210Q2",7
332364,"Lunchmeat, ham - NFY1210Q3",7
332365,"HAM, LUNCHEON MEAT, STORE BRAND",7
332366,"HAM, LUNCHEON MEAT, STORE BRAND",7
332367,"HAM, LUNCHEON MEAT, STORE BRAND",7
332368,"HAM, LUNCHEON MEAT, STORE BRAND",7
332369,"HAM, LUNCHEON MEAT, STORE BRAND",7
332370,Lunchmeat ham,7
332371,"Lunchmeat, ham - NFY1210QG",7
332372,"Lunchmeat, ham - NFY1210QH",7
332373,"HAM, LUNCHEON MEAT, STORE BRAND",7
332374,"HAM, LUNCHEON MEAT, STORE BRAND",7
332375,"HAM, LUNCHEON MEAT, STORE BRAND",7
332376,"HAM, LUNCHEON MEAT, STORE BRAND",7
332377,"HAM, LUNCHEON MEAT, STORE BRAND",7
332378,"HAM, LUNCHEON MEAT, STORE BRAND",7
332379,"HAM, LUNCHEON MEAT, STORE BRAND",7
332380,"HAM, LUNCHEON MEAT, STORE BRAND",7
332381,"HAM, LUNCHEON MEAT, STORE BRAND",7
332382,Lunchmeat ham,7
332383,"Lunchmeat, ham - NFY1210Q9",7
332384,"Lunchmeat, ham - NFY1210QA",7
332385,"HAM, LUNCHEON MEAT, STORE BRAND",7
332386,"HAM, LUNCHEON MEAT, STORE BRAND",7
332387,"HAM, LUNCHEON MEAT, STORE BRAND",7
332388,"HAM, LUNCHEON MEAT, STORE BRAND",7
332389,"HAM, LUNCHEON MEAT, STORE BRAND",7
332390,"HAM, LUNCHEON MEAT, STORE BRAND",7
332391,"HAM, LUNCHEON MEAT, STORE BRAND",7
332392,"HAM, LUNCHEON MEAT, STORE BRAND",7
332393,"HAM, LUNCHEON MEAT, STORE BRAND",7
332394,Lunchmeat ham,7
332395,"Lunchmeat, ham - NFY1210R1",7
332396,"Lunchmeat, ham - NFY1210R2",7
332397,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",7
332398,"Pears, Bartlett, Region 4, Pure Composite, C0011Y",9
332399,"Pears, Barlett, NY/NJ1, NFY0000LD",9
332400,"Pears, Barlett, PA4, NFY0000LC",9
332401,"Pears, Bartlett, Region 4, n/a, Yes, Proximates - NFY0000AA",9
332402,"Pears, Bartlett, Region 4, n/a, Yes, Sugars - NFY0000A4",9
332403,"Pears, Bartlett, Region 4, n/a, Yes, Fiber - NFY0000A5",9
332404,"Pears, Bartlett, Regions 1 & 4, Pure Composite, C0011U",9
332405,"Pears, Barlett, AR1, NFY0000L9",9
332406,"Pears, Barlett, MO2, NFY0000LB",9
332407,"Pears, Barlett, TN2, NFY0000LA",9
332408,"Bartlett Pears, Regions 1 & 4, n/a, Yes, Carotenoids - NFY01056T (Freeze Dried)",9
332409,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Minerals - NFY00008E",9
332410,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Vitamin C - NFY00008F",9
332411,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Thiamin - NFY00008G",9
332412,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Riboflavin - NFY00008H",9
332413,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Niacin - NFY00008L",9
332414,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Pantothenic Acid - NFY00008M",9
332415,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Vitamin B6 - NFY00008N",9
332416,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Folate - NFY00008O",9
332417,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Vitamin K - NFY00008U",9
332418,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Selenium - NFY00008V",9
332419,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Amino Acids - NFY000090",9
332420,"Pears, Bartlett, Region 1, Pure Composite, C0011V",9
332421,"Pears, Bartlett, Region 1, n/a, Yes, Proximates - NFY000093",9
332422,"Pears, Bartlett, Region 1, n/a, Yes, Sugars - NFY000094",9
332423,"Pears, Bartlett, Region 1, n/a, Yes, Fiber - NFY000095",9
332424,"Pears, Composite of Green Cultivars, Region 1, Mixed Composite, C0012H",9
332425,"Pears, Bosc, AR1, NFY0000LW",9
332426,"Pears, Bosc, MO2, NFY0000LQ",9
332427,"Pears, Green Anjou, MO2, NFY0000LU",9
332428,"Pears, Bosc, TN2, NFY0000LP",9
332429,"Pears, Composite of Green Cultivars, Region 1, n/a, No, Vitamin E - NFY0000II",9
332430,"Pears, Bosc, Regions 1 & 4, Pure Composite, C00120",9
332431,"Pears, Bosc, PA4, NFY0000LX",9
332432,"Pears, Bosc, NY/NJ1, NFY0000LR",9
332433,"Pears, Bosc, PA2, NFY0000LV",9
332434,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Minerals - NFY0000B2",9
332435,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Vitamin C - NFY0000B3",9
332436,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Thiamin - NFY0000B4",9
332437,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Riboflavin - NFY0000B5",9
332438,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Niacin - NFY0000B9",9
332439,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Pantothenic Acid - NFY0000BA",9
332440,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Vitamin B6 - NFY0000BB",9
332441,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Folate - NFY0000BC",9
332442,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Vitamin K - NFY0000BI",9
332443,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Selenium - NFY0000BJ",9
332444,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Amino Acids - NFY0000BM",9
332445,"Pears, bosc, Regions 1 & 4, NFY0000B7 -- carotenoids",9
332446,"Pears, Bosc, Region 4, Pure Composite, C00124",9
332447,"Pears, Bosc, Region 4, n/a, Yes, Sugars - NFY0000CQ",9
332448,"Pears, Bosc, Region 4, n/a, Yes, Fiber - NFY0000CR",9
332449,"Pears, Bosc, Region 4, n/a, Yes, Proximates - NFY0000CW",9
332450,"Pears, Composite of Green Cultivars, Region 4, Mixed Composite, C0012K",9
332451,"Pears, Green Anjou, PA4, NFY0000LS",9
332452,"Pears, Green Anjou, PA2, NFY0000LT",9
332453,"Pears, Composite of Green Cultivars, Region 4, n/a, No, Vitamin E - NFY0000JI",9
332454,"Pears, Green Anjou, Regions 1 & 4, Pure Composite, C0012C",9
332455,"Green Anjou Pears, Regions 1 & 4, n/a, Yes, Carotenoids - NFY010577 (Freeze Dried)",9
332456,"Pears, Green Anjou, Regions 1 & 4, n/a, Yes, Minerals - NFY0000GH",9
332457,"Pears, Green Anjou, Regions 1 & 4, n/a, Yes, Vitamin C - NFY0000GI",9
332458,"Pears, Green Anjou, Regions 1 & 4, n/a, Yes, Thiamin - NFY0000GJ",9
332459,"Pears, Green Anjou, Regions 1 & 4, n/a, Yes, Riboflavin - NFY0000GK",9
332460,"Pears, Green Anjou, Regions 1 & 4, n/a, Yes, Niacin - NFY0000GO",9
332461,"Pears, Green Anjou, Regions 1 & 4, n/a, Yes, Pantothenic Acid - NFY0000GP",9
332462,"Pears, Green Anjou, Regions 1 & 4, n/a, Yes, Vitamin B6 - NFY0000GQ",9
332463,"Pears, Green Anjou, Regions 1 & 4, n/a, Yes, Folate - NFY0000GR",9
332464,"Pears, Green Anjou, Regions 1 & 4, n/a, Yes, Vitamin K - NFY0000GX",9
332465,"Pears, Green Anjou, Regions 1 & 4, n/a, Yes, Selenium - NFY0000GY",9
332466,"Pears, Green Anjou, Regions 1 & 4, n/a, Yes, Amino Acids - NFY0000H3",9
332467,"Pears, Green Anjou, Region 4, Pure Composite, C0012G",9
332468,"Pears, Green Anjou, Region 4, n/a, Yes, Sugars - NFY0000I7",9
332469,"Pears, Green Anjou, Region 4, n/a, Yes, Fiber - NFY0000I8",9
332470,"Pears, Green Anjou, Region 4, n/a, Yes, Proximates - NFY0000ID",9
332471,"Pears, Bosc, Region 1, Pure Composite, C00121",9
332472,"Pears, Bosc, Region 1, n/a, Yes, Proximates - NFY0000BP",9
332473,"Pears, Bosc, Region 1, n/a, Yes, Sugars - NFY0000BQ",9
332474,"Pears, Bosc, Region 1, n/a, Yes, Fiber - NFY0000BR",9
332475,"Pears, Green Anjou, Region 1, Pure Composite, C0012D",9
332476,"Pears, Green Anjou, Region 1, n/a, Yes, Proximates - NFY0000H6",9
332477,"Pears, Green Anjou, Region 1, n/a, Yes, Sugars - NFY0000H7",9
332478,"Pears, Green Anjou, Region 1, n/a, Yes, Fiber - NFY0000H8",9
332479,"Pears, Bartlett, Region 3, Pure Composite, C0011X",9
332480,"Pears, Barlett, TX3, NFY0000JU",9
332481,"Pears, Barlett, IL2, NFY0000JW",9
332482,"Pears, Barlett, TX2, NFY0000JX",9
332483,"Pears, Bartlett, Region 3, n/a, Yes, Sugars - NFY00009S",9
332484,"Pears, Bartlett, Region 3, n/a, Yes, Fiber - NFY00009T",9
332485,"Pears, Bartlett, Region 3, n/a, Yes, Proximates - NFY00009Y",9
332486,"Pears, Bartlett, Regions 2 & 3, Pure Composite, C0011T",9
332487,"Pears, Barlett, OR/WA3, NFY0000KZ",9
332488,"Pears, Barlett, CA1, NFY0000K2",9
332489,"Pears, Barlett, OR/WA2, NFY0000K5",9
332490,"Bartlett Pears, Regions 2 & 3, n/a, Yes, Carotenoids - NFY010570 (Freeze Dried)",9
332491,"Pears, Bartlett, Regions 2 & 3, n/a, Yes, Minerals - NFY00007P",9
332492,"Pears, Bartlett, Regions 2 & 3, n/a, Yes, Vitamin C - NFY00007Q",9
332493,"Pears, Bartlett, Regions 2 & 3, n/a, Yes, Thiamin - NFY00007R",9
332494,"Pears, Bartlett, Regions 2 & 3, n/a, Yes, Riboflavin - NFY00007S",9
332495,"Pears, Bartlett, Regions 2 & 3, n/a, Yes, Niacin - NFY00007W",9
332496,"Pears, Bartlett, Regions 2 & 3, n/a, Yes, Pantothenic Acid - NFY00007X",9
332497,"Pears, Bartlett, Regions 2 & 3, n/a, Yes, Vitamin B6 - NFY00007Y",9
332498,"Pears, Bartlett, Regions 2 & 3, n/a, Yes, Folate - NFY00007Z",9
332499,"Pears, Bartlett, Regions 2 & 3, n/a, Yes, Vitamin K - NFY000085",9
332500,"Pears, Bartlett, Regions 2 & 3, n/a, Yes, Selenium - NFY000086",9
332501,"Pears, Bartlett, Regions 2 & 3, n/a, Yes, Amino Acids - NFY00008B",9
332502,"Pears, Bartlett, Regions 2 & 3, Minerals - NFY00007T -- repeat of NFY00007P",9
332503,"Pears, Bartlett, Region 2, Pure Composite, C0011W",9
332504,"Pears, Bartlett, Region 2, n/a, Yes, Proximates - NFY00009F",9
332505,"Pears, Bartlett, Region 2, n/a, Yes, Sugars - NFY00009G",9
332506,"Pears, Bartlett, Region 2, n/a, Yes, Fiber - NFY00009H",9
332507,"Pears, Composite of Green Cultivars, Region 2, Mixed Composite, C0012I",9
332508,"Pears, Bosc, OR/WA3, NFY0000K1",9
332509,"Pears, Green Anjou, OR/WA3, NFY0000K3",9
332510,"Pears, Bosc, OR/WA2, NFY0000K0",9
332511,"Pears, Green Anjou, CA1, NFY0000K4",9
332512,"Pears, Bosc, CA1, NFY0000K8",9
332513,"Pears, Composite of Green Cultivars, Region 2, n/a, No, Vitamin E - NFY0000IU",9
332514,"Pears, Bosc, Regions 2 & 3, Pure Composite, C0011Z",9
332515,"Pears, Bosc, TX3, NFY0000K7",9
332516,"Pears, Bosc, TX2, NFY0000KC",9
332517,"Pears, Bosc, IL2, NFY0000KD",9
332518,"Pears, Bosc, Regions 2 & 3, n/a, Yes, Minerals - NFY0000AF",9
332519,"Pears, Bosc, Regions 2 & 3, n/a, Yes, Vitamin C - NFY0000AG",9
332520,"Pears, Bosc, Regions 2 & 3, n/a, Yes, Thiamin - NFY0000AH",9
332521,"Pears, Bosc, Regions 2 & 3, n/a, Yes, Riboflavin - NFY0000AI",9
332522,"Pears, Bosc, Regions 2 & 3, n/a, Yes, Niacin - NFY0000AM",9
332523,"Pears, Bosc, Regions 2 & 3, n/a, Yes, Pantothenic Acid - NFY0000AN",9
332524,"Pears, Bosc, Regions 2 & 3, n/a, Yes, Vitamin B6 - NFY0000AO",9
332525,"Pears, Bosc, Regions 2 & 3, n/a, Yes, Folate - NFY0000AP",9
332526,"Pears, Bosc, Regions 2 & 3, n/a, Yes, Vitamin K - NFY0000AV",9
332527,"Pears, Bosc, Regions 2 & 3, n/a, Yes, Selenium - NFY0000AW",9
332528,"Pears, Bosc, Regions 2 & 3, n/a, Yes, Amino Acids - NFY0000AZ",9
332529,"Pears, Bosc, Regions 2 & 3, Minerals - NFY0000AL -- repeat of NFY0000AF",9
332530,"Pears, Bosc, Region 3, Pure Composite, C00123",9
332531,"Pears, Bosc, Region 3, n/a, Yes, Sugars - NFY0000CE",9
332532,"Pears, Bosc, Region 3, n/a, Yes, Fiber - NFY0000CF",9
332533,"Pears, Bosc, Region 3, n/a, Yes, Proximates - NFY0000CK",9
332534,"Pears, Composite of Green Cultivars, Region 3, Mixed Composite, C0012J",9
332535,"Pears, Green Anjou, IL2, NFY0000K6",9
332536,"Pears, Composite of Green Cultivars, Region 3, n/a, No, Vitamin E - NFY0000J6",9
332537,"Pears, Green Anjou, Regions 2 & 3, Pure Composite, C0012B",9
332538,"Green Anjou Pears, Regions 2 & 3, n/a, Yes, Carotenoids - NFY01057E (Freeze Dried)",9
332539,"Pears, Green Anjou, Regions 2 & 3, n/a, Yes, Minerals - NFY0000FS",9
332540,"Pears, Green Anjou, Regions 2 & 3, n/a, Yes, Vitamin C - NFY0000FT",9
332541,"Pears, Green Anjou, Regions 2 & 3, n/a, Yes, Thiamin - NFY0000FU",9
332542,"Pears, Green Anjou, Regions 2 & 3, n/a, Yes, Riboflavin - NFY0000FV",9
332543,"Pears, Green Anjou, Regions 2 & 3, n/a, Yes, Niacin - NFY0000FZ",9
332544,"Pears, Green Anjou, Regions 2 & 3, n/a, Yes, Pantothenic Acid - NFY0000G0",9
332545,"Pears, Green Anjou, Regions 2 & 3, n/a, Yes, Vitamin B6 - NFY0000G1",9
332546,"Pears, Green Anjou, Regions 2 & 3, n/a, Yes, Folate - NFY0000G2",9
332547,"Pears, Green Anjou, Regions 2 & 3, n/a, Yes, Vitamin K - NFY0000G8",9
332548,"Pears, Green Anjou, Regions 2 & 3, n/a, Yes, Selenium - NFY0000G9",9
332549,"Pears, Green Anjou, Regions 2 & 3, n/a, Yes, Amino Acids - NFY0000GE",9
332550,"Pears, Green Anjou, Regions 2 & 3, Minerals, NFY0000FW - repeat of NFY0000FS",9
332551,"Pears, Green Anjou, Region 3, Pure Composite, C0012F",9
332552,"Pears, Green Anjou, Region 3, n/a, Yes, Sugars - NFY0000HV",9
332553,"Pears, Green Anjou, Region 3, n/a, Yes, Fiber - NFY0000HW",9
332554,"Pears, Green Anjou, Region 3, n/a, Yes, Proximates - NFY0000I1",9
332555,"Pears, Bosc, Region 2, Pure Composite, C00122",9
332556,"Pears, Bosc, Region 2, n/a, Yes, Proximates - NFY0000C1",9
332557,"Pears, Bosc, Region 2, n/a, Yes, Sugars - NFY0000C2",9
332558,"Pears, Bosc, Region 2, n/a, Yes, Fiber - NFY0000C3",9
332559,"Pears, Green Anjou, Region 2, Pure Composite, C0012E",9
332560,"Pears, Green Anjou, Region 2, n/a, Yes, Proximates - NFY0000HI",9
332561,"Pears, Green Anjou, Region 2, n/a, Yes, Sugars - NFY0000HJ",9
332562,"Pears, Green Anjou, Region 2, n/a, Yes, Fiber - NFY0000HK",9
332563,"Pears, Bartlett, Pass 2, Regions 1 & 4, CY0109H, Yes",9
332564,"Pears, bartlett, Pass 2, Region 1, KrogerStore (store #528) , TN2 - NFY0107ER",9
332565,"Pears, bartlett, Pass 2, Region 4, ShopriteSupermarket (store #33) , NY/NJ1 - NFY0107EU",9
332566,"Pears, bartlett, Pass 2, Region 4, GiantEagle Supermarket (store #681), PA4 - NFY0107ET",9
332567,"Pears, bartlett, Pass 2, Region 4, GiantEagle Market (store #70), PA2 - NFY0107ES",9
332568,"Bartlett Pears, Pass 2, Freeze Dried, Regions 1 & 4, n/a, Yes - Carotenoids, NFY0108TP",9
332569,"Bartlett Pears, Pass 2, Freeze Dried, Regions 1 & 4, n/a, Yes - Fiber, NFY0108TR",9
332570,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Proximates, NFY0106W9",9
332571,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Minerals, NFY0106WB",9
332572,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Sugar, NFY0106WC",9
332573,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Vitamin C, NFY0106WG",9
332574,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Thiamin, NFY0106WH",9
332575,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Riboflavin, NFY0106WI",9
332576,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Niacin, NFY0106WN",9
332577,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Pantothenic Acid, NFY0106WO",9
332578,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Vitamin B6, NFY0106WP",9
332579,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Folate, NFY0106WQ",9
332580,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Vitamin K, NFY0106WU",9
332581,"Pears, Bartlett, Pass 2, Regions 2 & 3, CY0109I, Yes",9
332582,"Pears, bartlett, Pass 2, Region 2, AlbertsonsStore (store #687) , CA1 - NFY0107DT",9
332583,"Pears, bartlett, Pass 2, Region 3, DominicksFiner Foods (store #126), IL2 - NFY0107DS",9
332584,"Bartlett Pears, Pass 2, Freeze Dried, Regions 2 & 3, n/a, Yes - Carotenoids, NFY0108TV",9
332585,"Bartlett Pears, Pass 2, Freeze Dried, Regions 2 & 3, n/a, Yes - Fiber, NFY0108TX",9
332586,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Proximates, NFY0106WZ",9
332587,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Minerals, NFY0106X1",9
332588,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Sugar, NFY0106X2",9
332589,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Vitamin C, NFY0106X6",9
332590,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Thiamin, NFY0106X7",9
332591,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Riboflavin, NFY0106X8",9
332592,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Niacin, NFY0106X9",9
332593,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Pantothenic Acid, NFY0106XE",9
332594,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Vitamin B6, NFY0106XF",9
332595,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Folate, NFY0106XG",9
332596,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Vitamin K, NFY0106XH",9
332597,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",9
332598,"OLIVES, GREEN MANZANILLA STUFFED WITH PIMENTOS, MARIO",9
332599,"OLIVES, GREEN MANZANILLA STUFFED WITH PIMENTOS, MARIO",9
332600,"OLIVES, GREEN MANZANILLA STUFFED WITH PIMENTOS, MARIO",9
